date,cm10yr,cm5f5,cm5yr,cp3m_spread_m,ebp,ed2_tc,ed3_tc,ed4_tc,ff,ff4_tc,ff_exp1yr,gs1,gs2,logcpi,logip,mortg_spread_m,mp1_tc,dlogip,dlogcpi
1996-10-01,6.5336366,6.7968178,6.2704544,.3250002,-.38140601,-.068999998,-.053666599,-.061333399,5.2399998,-.0996667,5.3955698,5.5500002,5.9099998,506.38599,433.05579,1.39,-.092000097,.050170898,3.7979736
1996-11-01,6.2036843,6.4342108,5.9731579,.26499981,-.34966201,-.0060000001,-.0120001,-.017999999,5.3099999,-.0060000001,5.2861428,5.4200001,5.6999998,506.7016,433.87421,1.42,-.0105898,9.8210449,3.7873535
1996-12-01,6.302381,6.5366669,6.0680952,.48500061,-.44294301,-.0039999001,-.0080000004,-.0168387,5.29,-.0088387001,5.2908158,5.4699998,5.7800002,506.95331,434.5137,1.3,-.0017035,7.6739502,3.0205078
1997-01-01,6.5790477,6.8247619,6.3333335,.3049998,-.35026199,0,0,-.0051612998,5.25,-.0051612998,5.3337178,5.6100001,6.0100002,507.14169,434.62701,1.24,.0057135001,1.3597412,2.2606201
1997-02-01,6.4194736,6.6399999,6.1989474,.28499991,-.48587099,.0085714003,.017142899,.025714301,5.1900001,0,5.3381939,5.5300002,5.9000001,507.32971,435.83191,1.23,-.031302899,14.45874,2.2562256
1997-03-01,6.6945,6.8520002,6.5370002,.2950002,-.51208401,.016106101,.0197927,.0189631,5.3899999,.0090322001,5.6656618,5.8000002,6.2199998,507.3923,436.59741,1.21,.0038151999,9.1860352,.75109863
1997-04-01,6.8854547,7.0118179,6.7590909,.44000021,-.43846899,.050322499,.058064502,.0503227,5.5100002,.030967699,5.790185,5.9899998,6.4499998,507.4549,436.64221,1.25,.030967699,.53759766,.75109863
1997-05-01,6.7109523,6.8542862,6.5676188,.5399999,-.436481,-.0270967,-.0212903,-.0193548,5.5,-.034838699,5.7194681,5.8699999,6.2800002,507.4549,437.3299,1.23,-.038187001,8.2521973,0
1997-06-01,6.4938097,6.612381,6.3752379,.6250003,-.50729001,-.042903401,-.033709601,-.0306453,5.5599999,-.055161498,5.6781921,5.6900001,6.0900002,507.6423,437.78131,1.2,-.060463,5.4169922,2.2489014
1997-07-01,6.2204547,6.3200002,6.1209092,.44,-.52586198,0,0,0,5.52,-.0193548,5.6480851,5.54,5.8899999,507.76709,438.3895,1.28,-.020690201,7.2982178,1.4974365
1997-08-01,6.2985716,6.4371428,6.1599998,.34000021,-.501028,.0041935001,.0062902998,.0062902998,5.54,.0035484,5.6549649,5.5599999,5.9400001,508.01611,439.7059,1.1799999,-.00069399999,15.796875,2.9882813
1997-09-01,6.2085714,6.3109522,6.1061907,.53000033,-.599141,.0056400001,.0085429996,.0088764001,5.54,.0058064,5.6645832,5.52,5.8800001,508.26459,440.57309,1.22,-5.7200000e-06,10.40625,2.9816895
1997-10-01,6.0295453,6.130909,5.9281816,.54000032,-.47386,-.0048334999,-.0048333001,.0048333001,5.5,0,5.6695142,5.46,5.77,508.4505,441.2547,1.26,0,8.1793213,2.230957
1997-11-01,5.875,5.9461112,5.8038888,.46000019,-.39691699,-.0190001,-.018999901,-.022166699,5.52,0,5.5759931,5.46,5.71,508.57431,442.1395,1.33,-.026384801,10.617554,1.4857178
1997-12-01,5.8086362,5.8440909,5.7731819,.51000023,-.45315599,-.0135806,-.016161401,-.017994599,5.5,-.0051612998,5.5044451,5.5300002,5.7199998,508.63611,442.49411,1.29,-.0152752,4.2553711,.74157715
1998-01-01,5.5444999,5.6729999,5.4159999,.38000011,-.37401801,-.0024194999,-.0048386999,-.0048386999,5.5599999,-.0048386999,5.4330101,5.2399998,5.3600001,508.75961,442.98761,1.45,0,5.9219971,1.4820557
1998-02-01,5.5747366,5.6568422,5.4926314,.32999989,-.353293,.0133929,.0178572,.0223215,5.5100002,0,5.4229569,5.3099999,5.4200001,508.75961,443.07639,1.47,0,1.0653076,0
1998-03-01,5.6472726,5.6827269,5.6118183,.4299998,-.402522,.0016072,.0023042001,.0026785,5.4899998,0,5.4261818,5.3899999,5.5599999,508.75961,443.14191,1.48,-.00032260001,.78625488,0
1998-04-01,5.637619,5.6633329,5.6119046,.51000023,-.47614899,0,.0048386999,0,5.4499998,0,5.4250002,5.3800001,5.5599999,508.883,443.52209,1.5,-.0096773999,4.5622559,1.4805908
1998-05-01,5.6525002,5.677,5.6279998,.47999999,-.43583101,-.0062903999,-.0062902998,-.0062902998,5.4899998,-.0041935001,5.4659958,5.4400001,5.5900002,509.1293,444.19019,1.49,-.0108361,8.0170898,2.9556885
1998-06-01,5.4963636,5.468637,5.5240908,.5,-.42187399,-.0087096998,-.0087096998,-.0087096998,5.5599999,-.0058064,5.4494801,5.4099998,5.52,509.25229,443.60489,1.5,-.0150039,-7.0235596,1.4758301
1998-07-01,5.4613638,5.4613638,5.4613638,.51999998,-.38560501,0,.0049999999,.0049999999,5.54,.0099900002,4.0355139,5.3600001,5.46,509.49771,443.17899,1.49,-.0051599001,-5.1108398,2.9450684
1998-08-01,5.3419046,5.4090481,5.2747617,.57999998,-.040715002,-.0022581001,0,-.0022581001,5.5500002,.0045161,5.3885951,5.21,5.27,509.62009,445.2782,1.58,.0053877998,25.190552,1.4685059
1998-09-01,4.8066669,4.9895239,4.6238093,.69999993,-.103384,-.0024085001,.00066660001,-.0017419,5.5100002,.0101504,5.1116672,4.71,4.6700001,509.6813,444.9563,1.91,.0098754996,-3.862793,.73461914
1998-10-01,4.5300002,4.8757138,4.1842856,1.08,.00044100001,-.1379142,-.1414732,-.1368065,5.0700002,-.071763299,4.5425429,4.1199999,4.0900002,509.92569,445.7471,2.1800001,-.086147301,9.489624,2.9326172
1998-11-01,4.8273683,5.1173682,4.5373683,.65000021,.029069999,-.1314192,-.1218603,-.12886021,4.8299999,-.1129031,4.5145478,4.5300002,4.54,510.04761,445.65948,2.04,-.1416833,-1.0513916,1.4630127
1998-12-01,4.645,4.8400002,4.4499998,.61000019,-.106692,-.017612901,.0010538,-.0053333002,4.6799998,0,4.5079789,4.52,4.5100002,510.23029,446.01349,2.0699999,-.036922701,4.2480469,2.1921387
1999-01-01,4.7221055,4.8436842,4.6005263,.42999989,-.124938,-.0033869999,-.0033871001,0,4.6300001,0,4.5705609,4.5100002,4.6199999,510.4126,446.4603,2.0699999,0,5.3616943,2.1877441
1999-02-01,4.9989476,5.083158,4.9147367,.34999999,-.352341,.0139284,.0092856996,.0046428,4.7600002,0,4.7037139,4.6999998,4.8800001,510.4126,446.89301,1.8099999,.0051998999,5.1925049,0
1999-03-01,5.2326088,5.3247819,5.1404347,.37,-.275318,-.00054139999,-.00089859997,-.0019009,4.8099999,-.0012903,4.7249999,4.7800002,5.0500002,510.4733,447.10721,1.8099999,-.0002451,2.5704346,.72839355
1999-04-01,5.1845455,5.289546,5.0795455,.50000012,-.27951601,-.023387,-.023387101,-.032741901,4.7399998,-.018709701,4.737639,4.6900001,4.98,511.13849,447.33801,1.74,-.0093548,2.7696533,7.9822998
1999-05-01,5.5395002,5.6420002,5.4369998,.31000009,-.27965799,.0541935,.065483801,.074516103,4.7399998,.018064501,4.8329792,4.8499999,5.25,511.19879,448.078,1.61,-.0053877998,8.8798828,.72363281
1999-06-01,5.8995457,5.9899998,5.8090911,.40999979,-.21386699,.062639698,.076016203,.086484,4.7600002,.019602099,5.0964651,5.0999999,5.6199999,511.19879,447.88641,1.65,-.0075420998,-2.2990723,0
1999-07-01,5.7919049,5.9052382,5.6785712,.55999988,-.148228,-.091833398,-.1014999,-.1160001,4.9899998,-.067666501,5.138958,5.0300002,5.5500002,511.6196,448.5621,1.84,-.028999999,8.1082764,5.0496826
1999-08-01,5.9390907,6.036818,5.8413634,.53000033,-.147479,0,-.0012903,-.0064516002,5.0700002,.0038709999,5.2290249,5.1999998,5.6799998,511.85931,448.98071,2,.0090322001,5.0233154,2.8765869
1999-09-01,5.9152379,6.0285721,5.8019047,.64000022,-.0041589998,0,-.0037097,-.018548399,5.2199998,.0111289,5.326365,5.25,5.6599998,512.27728,448.70111,1.9,.0259676,-3.3552246,5.015625
1999-10-01,6.112,6.1904998,6.0335002,1.02,-.040454,.0653226,.087096699,.087096803,5.1999998,.034838699,5.4653792,5.4299998,5.8600001,512.45587,449.97211,1.74,-.0363455,15.251953,2.1430664
1999-11-01,6.0339999,6.099,5.9689999,.73999989,-.078501999,.049677402,.0504032,.0429032,5.4200001,.035166301,5.5854859,5.5500002,5.8600001,512.63422,450.47089,1.71,.032120701,5.9853516,2.1401367
1999-12-01,6.2754545,6.3645449,6.1863637,.67000031,-.31290099,.0559678,.0499194,.047741901,5.3000002,.0282309,5.784575,5.8400002,6.0999999,512.87152,451.26431,1.63,.043008301,9.5211182,2.8476563
2000-01-01,6.6609998,6.7424998,6.5795002,.4199999,-.12087,.029032201,.022580599,.032258201,5.4499998,-.0032258001,6.0012808,6.1199999,6.4400001,513.16718,451.34189,1.55,.0100064,.9309082,3.5478516
2000-02-01,6.5194998,6.3610001,6.678,.3199999,-.10413,0,.0048276,.024137899,5.73,.0048274999,6.1825032,6.2199998,6.6100001,513.57977,451.71939,1.8099999,-.057033099,4.5300293,4.9511719
2000-03-01,6.2565217,6.00913,6.5039129,.31,.153359,-.0017741,.0019466,.0026362999,5.8499999,-.0033724001,6.3666892,6.2199998,6.5300002,514.16638,452.11819,1.98,-.018536801,4.7856445,7.0393066
2000-04-01,5.9905262,5.718421,6.2626314,.4500002,.32984599,-.0032258001,.0032258001,.0032258001,6.02,-.0064452002,6.4823108,6.1500001,6.4000001,514.10779,452.74271,2.1600001,-.029999999,7.4941406,-.703125
2000-05-01,6.4404545,6.193182,6.6877275,.75000012,.498835,.025806401,.0283872,.023225799,6.27,.036129199,6.8032422,6.3299999,6.8099999,514.28333,452.89279,2.0799999,.0213315,1.8010254,2.1064453
2000-06-01,6.0972729,5.8936362,6.300909,.88,.54953003,.0221934,.0236129,.018274199,6.5300002,.0323699,6.777113,6.1700001,6.48,514.86572,452.95041,2.1900001,.017498299,.69140625,6.9887695
2000-07-01,6.0539999,5.9289999,6.1789999,.56,.60797203,-.017999901,-.027000001,-.031500001,6.54,-.013509,6.7087231,6.0799999,6.3400002,515.15558,452.71909,2.099999,-.0224998,-2.7758789,3.4782715
2000-08-01,5.826087,5.5913038,6.0608697,.39999989,.76418,.0048386999,.0096773999,.0096773999,6.5,.0016129001,6.5755482,6.1799998,6.23,515.15558,452.4523,2.2,-.0055515999,-3.201416,0
2000-09-01,5.7989998,5.6634998,5.9345002,.47,.81664401,.0101612,.0203226,.0203226,6.52,.0033871999,6.5184779,6.1300001,6.0799999,515.67542,452.93741,2.1099999,-.0116584,5.8212891,6.2380371
2000-10-01,5.7385712,5.6942859,5.7828569,.39999989,1.252061,.037419301,.046774101,.060806502,6.5100002,.023387,6.4627538,6.0100002,5.9099998,515.84802,452.48651,2.0599999,0,-5.4107666,2.0712891
2000-11-01,5.7171431,5.7366672,5.697619,.33000001,1.288705,.0105808,.0085591003,.0041935001,6.5100002,.0016129001,6.3881159,6.0900002,5.8800001,516.02039,452.47421,2.03,-.0053278999,-.14758301,2.0683594
2000-12-01,5.2405,5.3130002,5.1680002,.57000011,1.360387,.0153871,.010957,0,6.4000001,-.0020967,5.998682,5.5999999,5.3499999,516.24982,452.15491,2.1400001,.0224199,-3.831665,2.7531738
2001-01-01,5.1609526,5.4633331,4.8585715,.34,.90969998,-.1243548,-.085967697,-.085645199,5.98,-.1422579,5.321197,4.8099999,4.7600002,516.82092,451.43329,1.87,-.32905549,-8.6594238,6.8532715
2001-02-01,5.0989475,5.3115792,4.8863158,.2599999,.93511498,-.019032201,-.040322699,-.049354799,5.4899998,.019364599,4.930202,4.6799998,4.6599998,517.0484,450.8291,1.95,.0085135,-7.2502441,2.7297363
2001-03-01,4.8854547,5.1281819,4.6427274,.36000001,.97314298,-.0251613,-.034838699,-.034838699,5.3099999,-.029032201,4.430419,4.3000002,4.3400002,517.10522,450.55731,2.0599999,.0272748,-3.2614746,.68188477
2001-04-01,5.1409998,5.5184999,4.7635002,.57000017,.772219,-.17850541,-.2111613,-.1786613,4.8000002,-.2063012,4.1099958,3.98,4.23,517.27539,450.27869,1.9400001,-.14639381,-3.3435059,2.0419922
2001-05-01,5.3913636,5.855,4.9277272,.31000021,.68665701,-.25536561,-.2752904,-.25198391,4.21,-.28644079,3.8464,3.78,4.2600002,517.7843,449.54959,1.76,-.30103871,-8.7491455,6.1069336
2001-06-01,5.2842855,5.7614279,4.8071427,.18000001,.97603202,-.0523009,-.048709601,-.066516198,3.97,-.0532258,3.588315,3.5799999,4.0799999,518.00958,448.879,1.88,-.029752299,-8.0471191,2.7033691
2001-07-01,5.2361903,5.7104759,4.7619047,.079999998,.56316501,.0563333,.065000102,.052000001,3.77,.065000102,3.5730851,3.6199999,4.04,517.8407,448.43729,1.89,.091000102,-5.3005371,-2.0266113
2001-08-01,4.9713044,5.3686962,4.5739131,.0600002,.60857999,-.0141935,-.0195162,-.015967799,3.6500001,-.0070968,3.4734781,3.47,3.76,517.8407,448.18021,1.98,.0054965001,-3.0849609,0
2001-09-01,4.7317648,5.3482351,4.115294,.17,.99834502,-.025806701,-.0354838,-.029032201,3.0699999,-.0129032,2.4816279,2.8199999,3.1199999,518.2345,447.85349,2.0899999,.0099932998,-3.9206543,4.7255859
2001-10-01,4.5668182,5.2236362,3.9100001,.1199999,.86524802,-.058064502,-.058064502,-.058064502,2.49,-.0387096,2.3464091,2.3299999,2.73,517.95343,447.3623,2.05,-.036212701,-5.894165,-3.3728027
2001-11-01,4.6515002,5.3305001,3.9725001,.1,-.427836,-.1352687,-.1561022,-.1436021,2.0899999,-.1179571,2.1437321,2.1800001,2.78,517.89697,446.82141,2.01,-.1262071,-6.4907227,-.67749023
2001-12-01,5.0875001,5.7855,4.3895001,.090000004,.359763,-.074086197,-.1019626,-.099462502,1.8200001,-.043655898,1.97949,2.22,3.1099999,517.8407,446.8461,1.98,-.0302501,.29626465,-.67529297
2002-01-01,5.0357141,5.7314291,4.3400002,.050000101,.50076699,-.0212903,-.032258,-.031935502,1.73,-.0083871,2.100399,2.1600001,3.03,518.00958,447.4606,1.96,-.0008872,7.3740234,2.0266113
2002-02-01,4.9115791,5.5247369,4.2984209,.059999999,.71221,.018709701,.023387199,.0280647,1.74,.018709701,2.1903739,2.23,3.02,518.17828,447.42059,1.98,.023387199,-.48010254,2.0244141
2002-03-01,5.2839999,5.8299999,4.7379999,.070000097,.266711,-.031451501,-.031451698,-.0335484,1.73,-.018870801,2.4387701,2.5699999,3.5599999,518.45892,448.15869,1.73,-.0108361,8.8571777,3.3676758
2002-04-01,5.2109089,5.7750001,4.6468182,.090000004,.38547799,-.043548301,-.043548301,-.0464518,1.75,-.026129,2.5328541,2.48,3.4200001,518.90613,448.57629,1.78,-.0150039,5.0112305,5.3664551
2002-05-01,5.1645455,5.8345461,4.4945455,.050000001,.414249,-.032258298,-.0443547,-.048387099,1.75,-.016129,2.5645311,2.3499999,3.26,519.01752,449.091,1.65,.0052016,6.1765137,1.3366699
2002-06-01,4.9264998,5.6669998,4.1859999,.059999999,.75176197,-.0052419002,-.0098118996,-.0107796,1.75,-.0055376999,2.393929,2.2,2.99,519.07318,450.06369,1.72,.0012484,11.672241,.66796875
2002-07-01,4.653182,5.4990911,3.8072727,.070000097,1.168366,.0125,.0041665998,.0041665998,1.73,-.0083333999,2.164948,1.96,2.5599999,519.29572,449.72769,1.84,0,-4.0319824,2.6704102
2002-08-01,4.2572727,5.2199998,3.2945454,.079999998,1.19177,-.0490322,-.098064698,-.1195161,1.74,-.0245161,2.0455899,1.76,2.1300001,519.57312,449.86511,2.03,.0263917,1.6490479,3.3288574
2002-09-01,3.8699999,4.802,2.938,.090000004,1.305279,-.0333011,-.066601999,-.082483798,1.75,-.016650399,1.987031,1.72,2,519.73907,449.91711,2.22,.0213349,.62402344,1.9914551
2002-10-01,3.9409091,4.9368181,2.9449999,.12,1.110808,-.0076665999,-.0153334,-.023,1.75,-.0038333,1.909878,1.65,1.91,519.96008,449.5853,2.1700001,.0153334,-3.9818115,2.6520996
2002-11-01,4.0484209,5.0421052,3.0547369,.13,.78456801,-.058333401,-.070833199,-.074999802,1.34,-.0708334,1.550944,1.49,1.92,520.12549,450.13141,2.02,-.1666667,6.5533447,1.9848633
2002-12-01,4.0323811,5.0314288,3.0333333,.12,.66198099,-.0010216,.0035753001,.013387,1.24,-.0070698,1.528298,1.45,1.84,520.29071,449.67929,2.02,-.033333302,-5.425415,1.982666
2003-01-01,4.0485716,5.0447621,3.052381,.0900001,.58920401,.0087099001,.0130644,.0169356,1.24,.0058064,1.492563,1.36,1.74,520.7298,450.37619,1.87,.00096769998,8.362793,5.269043
2003-02-01,3.9026315,4.9073682,2.8978946,.0900001,.394674,.0406451,.0541935,.049677402,1.26,.0270967,1.495378,1.3,1.63,521.27588,450.74509,1.9400001,.0090322001,4.4267578,6.5529785
2003-03-01,3.807143,4.8304758,2.7838094,.060000099,-.153522,-.0067742001,0,-.0067742001,1.25,-.0090322001,1.40438,1.24,1.5700001,521.43921,450.54611,1.9400001,.010762,-2.3876953,1.9599609
2003-04-01,3.9585714,4.9885712,2.9285715,.070000097,-.138374,-.0082259001,0,-.0082259001,1.26,-.0109677,1.4431649,1.27,1.62,521.05792,449.72491,1.85,.013068,-9.8543701,-4.5754395
2003-05-01,3.5690477,4.6223812,2.5157144,.12,-.85425901,-.067096703,-.096451499,-.1216128,1.26,-.0335484,1.2994469,1.1799999,1.42,520.89398,449.71121,1.91,.0311999,-.16442871,-1.9672852
2003-06-01,3.3342857,4.4028568,2.2657144,.090000004,-.56120902,.0070968,.0104516,.00061270001,1.22,.0145483,1.106383,1.01,1.23,521.00317,449.7197,1.9,.033,.10180664,1.3103027
2003-07-01,3.9754546,5.0786362,2.8722727,.1100001,-1.32735,.079999901,.1159999,.096000001,1.01,.084000103,1.103864,1.12,1.47,521.33038,450.07169,1.65,.1080003,4.223877,3.9265137
2003-08-01,4.4452381,5.5204759,3.3699999,.0900001,-.225067,-.016129,-.032258,-.051612899,1.03,0,1.153723,1.3099999,1.86,521.76501,449.95239,1.8099999,0,-1.4315186,5.2155762
2003-09-01,4.2742858,5.3638101,3.184762,.1000001,-.69479501,-.0113709,-.0152419,-.033386901,1.01,0,1.167766,1.24,1.71,522.0896,450.5585,1.88,.0053599002,7.2733154,3.8950195
2003-10-01,4.2904544,5.395,3.185909,.13,-.54341203,-.0141129,-.0123386,-.022419499,1.01,-.0012903,1.218528,1.25,1.75,521.98151,450.52219,1.66,.0047146999,-.43579102,-1.2971191
2003-11-01,4.3000002,5.312778,3.2872221,.1300001,-.54005301,-.078387,-.1001613,-.1175807,1,-.0087096998,1.277872,1.34,1.9299999,522.03558,451.27591,1.63,-.0043547,9.0446777,.64892578
2003-12-01,4.2677274,5.266818,3.2686365,.1500001,-.49322,.0037096001,.040806498,.063064598,.98000002,.0037096001,1.3231519,1.3099999,1.91,522.30548,451.19351,1.61,0,-.98876953,3.2387695
2004-01-01,4.1504998,5.1795001,3.1215,.1300001,-.71141797,.0154839,.038064498,.053548299,1,.0019355,1.366438,1.24,1.76,522.73578,451.48471,1.59,.00064520002,3.4943848,5.1635742
2004-02-01,4.0842104,5.1005259,3.0678947,.079999998,-.28672799,.095806599,.161129,.213387,1.01,.0043549999,1.366056,1.24,1.74,522.95032,452.0488,1.5599999,.0043547,6.769043,2.5744629
2004-03-01,3.8265216,4.866087,2.7869565,.060000099,-.53386497,-.030967999,-.041290499,-.051612899,1,-.0025806001,1.245267,1.1900001,1.58,523.16431,451.51141,1.62,0,-6.4486084,2.5678711
2004-04-01,4.3476191,5.3057141,3.3895237,.11,-.74057299,-.029032201,-.0387096,-.048387099,1,-.0024194999,1.509727,1.4299999,2.0699999,523.32452,451.918,1.48,0,4.8790283,1.9226074
2004-05-01,4.7154999,5.5805001,3.8505001,.050000101,-.32343599,.0045161,.0090322001,.018064501,1,-.0045161,1.806241,1.78,2.53,523.75049,452.64209,1.55,-.0103688,8.6890869,5.1115723
2004-06-01,4.7338095,5.5385709,3.9290476,.070000097,-.333673,-.00051590003,.00013450001,.0014355,1.03,-.00081709999,2.039294,2.1199999,2.76,524.12183,451.84769,1.5599999,-.0012777,-9.5328369,4.4560547
